"","ID","GB_ACC","Representative.Public.ID","Gene.Title","Gene.Symbol","ENTREZ_GENE_ID","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097"
"18181","218817_at","NM_021928","NM_021928","signal peptidase complex subunit 3 homolog (S. cerevisiae)","SPCS3","60559","135.9","82.3","96.1","69","54"
"18182","218818_at","NM_004468","NM_004468","four and a half LIM domains 3","FHL3","2275","137.2","122.4","91.9","171.3","168.2"
"18183","218819_at","NM_012141","NM_012141","integrator complex subunit 6","INTS6","26512","50.7","45.7","51.1","69.2","89.2"
"18184","218820_at","NM_020215","NM_020215","chromosome 14 open reading frame 132","C14orf132","56967","404.8","268","303.8","424.3","410.7"
"18185","218821_at","AL139349","AL139349","uncharacterized LOC100652930 /// aminopeptidase-like 1 /// STX16-NPEPL1 readthrough (NMD candidate)","LOC100652930 /// NPEPL1 /// STX16-NPEPL1","79716 /// 100534593 /// 100652930","34","60.9","70.1","53.7","39"
"18186","218822_s_at","NM_024663","NM_024663","uncharacterized LOC100652930 /// aminopeptidase-like 1 /// STX16-NPEPL1 readthrough (NMD candidate)","LOC100652930 /// NPEPL1 /// STX16-NPEPL1","79716 /// 100534593 /// 100652930","7.7","62","62","57.6","11.2"
"18187","218823_s_at","NM_017634","NM_017634","potassium channel tetramerization domain containing 9","KCTD9","54793","46.9","47.5","64.1","45.6","48.8"
"18188","218824_at","NM_018215","NM_018215","paraneoplastic Ma antigen family-like 1","PNMAL1","55228","199.2","192.7","113.8","153.9","158.4"
"18189","218825_at","NM_016215","NM_016215","EGF-like-domain, multiple 7","EGFL7","51162","79.5","82.9","132.4","126.9","139.5"
"18190","218826_at","NM_017515","NM_017515","solute carrier family 35, member F2","SLC35F2","54733","52.1","101.8","88.4","82.2","81.3"
"18191","218827_s_at","NM_018069","NM_018069","centrosomal protein 192kDa","CEP192","55125","48.5","69.3","84.7","72.4","33.9"
"18192","218828_at","NM_020360","NM_020360","phospholipid scramblase 3 /// TMEM256-PLSCR3 readthrough (NMD candidate)","PLSCR3 /// TMEM256-PLSCR3","57048 /// 100529211","590.3","217.3","121.9","118.9","282.2"
"18193","218829_s_at","NM_017780","NM_017780","chromodomain helicase DNA binding protein 7","CHD7","55636","45.2","94.9","104.2","77","54.1"
"18194","218830_at","NM_016093","NM_016093","ribosomal protein L26-like 1","RPL26L1","51121","474.6","348.9","431.8","364.4","407.6"
"18195","218831_s_at","NM_004107","NM_004107","Fc fragment of IgG, receptor, transporter, alpha","FCGRT","2217","408.3","306.4","269.9","245.8","245.5"
"18196","218832_x_at","NM_004041","NM_004041","arrestin, beta 1","ARRB1","408","2.4","8.9","7.4","6.7","6.2"
"18197","218833_at","NM_016653","NM_016653","sterile alpha motif and leucine zipper containing kinase AZK","ZAK","51776","41","54.5","31.2","51.1","31.1"
"18198","218834_s_at","NM_017870","NM_017870","transmembrane protein 132A","TMEM132A","54972","183.1","46.7","65.1","103.5","107.8"
"18199","218835_at","NM_006926","NM_006926","surfactant protein A1 /// surfactant protein A2","SFTPA1 /// SFTPA2","653509 /// 729238","13.2","28.7","9.7","6.6","7.9"
"18200","218836_at","NM_024839","NM_024839","ribonuclease P/MRP 21kDa subunit /// tripartite motif containing 39 /// TRIM39-RPP21 readthrough","RPP21 /// TRIM39 /// TRIM39-RPP21","56658 /// 79897 /// 202658","287.4","243.2","259.8","227.2","262.5"
"18201","218837_s_at","NM_015983","NM_015983","ubiquitin-conjugating enzyme E2D 4 (putative)","UBE2D4","51619","94.2","118.6","121.3","118.1","117.2"
"18202","218838_s_at","NM_022492","NM_022492","tetratricopeptide repeat domain 31","TTC31","64427","134.5","112.6","117.7","117.8","88.2"
"18203","218839_at","NM_012258","NM_012258","hes-related family bHLH transcription factor with YRPW motif 1","HEY1","23462","3.2","30.5","10.7","15","13.4"
"18204","218840_s_at","NM_018161","NM_018161","NAD synthetase 1","NADSYN1","55191","11","44.4","37.6","44.3","50.3"
"18205","218841_at","NM_024095","NM_024095","ankyrin repeat and SOCS box containing 8","ASB8","140461","39","49.2","35.5","41.8","76.3"
"18206","218842_at","NM_024604","NM_024604","RNA polymerase II associated protein 3","RPAP3","79657","25.9","40.7","69.1","84.7","43.3"
"18207","218843_at","NM_022823","NM_022823","fibronectin type III domain containing 4","FNDC4","64838","16.4","24.3","19.3","10.9","10.7"
"18208","218844_at","NM_025149","NM_025149","acyl-CoA synthetase family member 2","ACSF2","80221","35","50.4","26.4","25.8","38"
"18209","218845_at","NM_020185","NM_020185","dual specificity phosphatase 22","DUSP22","56940","191.4","140.4","200","211.1","223.3"
"18210","218846_at","NM_004830","NM_004830","mediator complex subunit 23","MED23","9439","121.2","119","123","83.9","93.2"
"18211","218847_at","NM_006548","NM_006548","insulin-like growth factor 2 mRNA binding protein 2","IGF2BP2","10644","22","27.9","70.3","13.8","48.7"
"18212","218848_at","NM_024339","NM_024339","THO complex 6 homolog (Drosophila)","THOC6","79228","115.2","108.6","85.9","81","80"
"18213","218849_s_at","NM_006663","NM_006663","protein phosphatase 1, regulatory subunit 13 like","PPP1R13L","10848","59.5","104","88.8","115.5","103.9"
"18214","218850_s_at","NM_014240","NM_014240","LIM domains containing 1","LIMD1","8994","77.9","123.8","72.4","82.9","69.4"
"18215","218851_s_at","NM_018383","NM_018383","SFT2 domain containing 3 /// WD repeat domain 33","SFT2D3 /// WDR33","55339 /// 84826","16.4","15","46.2","8.9","22.5"
"18216","218852_at","NM_017917","NM_017917","protein phosphatase 2, regulatory subunit B'', gamma","PPP2R3C","55012","108.3","144.9","121.3","137.9","128.2"
"18217","218853_s_at","NM_019556","NM_019556","motile sperm domain containing 1","MOSPD1","56180","192.6","238.6","173.2","174.4","167.2"
"18218","218854_at","NM_013352","NM_013352","dermatan sulfate epimerase","DSE","29940","180.3","132.2","136.1","129.8","124.3"
"18219","218855_at","NM_016372","NM_016372","transmembrane protein, adipocyte asscociated 1","TPRA1","131601","68.7","73.4","60.2","89.2","129"
"18220","218856_at","NM_016629","NM_016629","tumor necrosis factor receptor superfamily, member 21","TNFRSF21","27242","265.7","18.5","80.7","68.9","9"
"18221","218857_s_at","NM_025080","NM_025080","asparaginase like 1","ASRGL1","80150","38.5","21.9","67.8","60","59.9"
"18222","218858_at","NM_022783","NM_022783","DEP domain containing MTOR-interacting protein","DEPTOR","64798","140.6","88","97.9","136.1","89"
"18223","218859_s_at","NM_016649","NM_016649","ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)","ESF1","51575","55.2","86.3","80.7","29","38.7"
"18224","218860_at","NM_024078","NM_024078","nucleolar complex associated 4 homolog (S. cerevisiae)","NOC4L","79050","15.8","11.3","13.9","9.8","28.8"
"18225","218861_at","NM_022453","NM_022453","ring finger protein 25","RNF25","64320","30.8","21.4","27.9","6.7","17.6"
"18226","218862_at","NM_024701","NM_024701","ankyrin repeat and SOCS box containing 13","ASB13","79754","97.2","133.3","71.6","136.4","175.7"
"18227","218863_s_at","NM_022648","NM_022648","tensin 1","TNS1","7145","74","12.2","21","1.6","4.1"
"18228","218864_at","AF116610","AF116610","tensin 1","TNS1","7145","250.6","138.5","89.3","65.7","45.1"
"18229","218865_at","NM_022746","NM_022746","mitochondrial amidoxime reducing component 1","1-Mar","64757","14.4","16.2","14.7","15.7","16.8"
"18230","218866_s_at","NM_016310","NM_016310","polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa","POLR3K","51728","106.8","85.1","47.1","56.5","107.1"
"18231","218867_s_at","NM_024738","NM_024738","chromosome 12 open reading frame 49","C12orf49","79794","62.9","88.9","100.2","109.5","97.7"
"18232","218868_at","NM_020445","NM_020445","ARP3 actin-related protein 3 homolog B (yeast)","ACTR3B","57180","18.8","23.5","30","35.8","39.8"
"18233","218869_at","NM_012213","NM_012213","malonyl-CoA decarboxylase","MLYCD","23417","60.9","98.6","82.9","50.3","78.9"
"18234","218870_at","NM_018460","NM_018460","Rho GTPase activating protein 15 /// uncharacterized LOC101928361","ARHGAP15 /// LOC101928361","55843 /// 101928361","17","33.4","4.9","51.3","47.7"
"18235","218871_x_at","NM_018590","NM_018590","chondroitin sulfate N-acetylgalactosaminyltransferase 2","CSGALNACT2","55454","75.5","56.6","101.2","81.6","112.3"
"18236","218872_at","NM_017899","NM_017899","tescalcin","TESC","54997","38.5","37","28.9","36.8","44.4"
"18237","218873_at","NM_017710","NM_017710","gon-4-like (C. elegans)","GON4L","54856","129","170.2","137.4","123.8","140.2"
"18238","218874_s_at","NM_024909","NM_024909","alpha tubulin acetyltransferase 1","ATAT1","79969","89.1","154.1","159.7","123.1","148.8"
"18239","218875_s_at","NM_012177","NM_012177","F-box protein 5","FBXO5","26271","20","2.5","20.5","20.9","12.5"
"18240","218876_at","NM_016140","NM_016140","tubulin polymerization-promoting protein family member 3","TPPP3","51673","65.6","39.9","10.8","41.7","33.6"
"18241","218877_s_at","NM_021820","NM_021820","tRNA methyltransferase 11 homolog (S. cerevisiae)","TRMT11","60487","96.6","98","199.3","116.3","93"
"18242","218878_s_at","NM_012238","NM_012238","sirtuin 1","SIRT1","23411","45.1","105.6","120.3","70","61.2"
"18243","218879_s_at","NM_022764","NM_022764","methenyltetrahydrofolate synthetase domain containing","MTHFSD","64779","63.3","39.4","71.7","34","22.9"
"18244","218880_at","N36408","N36408","FOS-like antigen 2","FOSL2","2355","249.5","62.8","72.5","137.5","143.8"
"18245","218881_s_at","NM_024530","NM_024530","FOS-like antigen 2","FOSL2","2355","173.8","66.4","90.7","62.7","28.6"
"18246","218882_s_at","NM_006784","NM_006784","WD repeat domain 3","WDR3","10885","73.8","120.4","121.4","97.2","103.1"
"18247","218883_s_at","NM_024629","NM_024629","centromere protein U","CENPU","79682","30.2","91.4","72.3","76.6","68.4"
"18248","218884_s_at","NM_021927","NM_021927","GUF1 GTPase homolog (S. cerevisiae)","GUF1","60558","23.7","21.6","24.1","28.9","27.4"
"18249","218885_s_at","NM_024642","NM_024642","polypeptide N-acetylgalactosaminyltransferase 12","GALNT12","79695","31.1","41.7","60.7","53.7","25.3"
"18250","218886_at","NM_017906","NM_017906","PAK1 interacting protein 1","PAK1IP1","55003","36.9","27.7","68.8","37","46.7"
"18251","218887_at","NM_015950","NM_015950","mitochondrial ribosomal protein L2","MRPL2","51069","66.4","52.4","84.8","91","89.2"
"18252","218888_s_at","NM_018092","NM_018092","neuropilin (NRP) and tolloid (TLL)-like 2","NETO2","81831","116.3","5.3","10.5","29.7","23.8"
"18253","218889_at","NM_022451","NM_022451","nucleolar complex associated 3 homolog (S. cerevisiae)","NOC3L","64318","108.1","108.1","159.4","115.6","128.1"
"18254","218890_x_at","NM_016622","NM_016622","mitochondrial ribosomal protein L35","MRPL35","51318","89.5","53.8","86","14.1","15.1"
"18255","218891_at","NM_024541","NM_024541","chromosome 10 open reading frame 76","C10orf76","79591","95.5","117.8","78.6","95.9","95.9"
"18256","218892_at","NM_024542","NM_024542","dachsous cadherin-related 1","DCHS1","8642","137.6","167.4","107","127.8","141.5"
"18257","218893_at","NM_024710","NM_024710","isochorismatase domain containing 2","ISOC2","79763","81.7","128.9","102.5","124.5","126.6"
"18258","218894_s_at","NM_018048","NM_018048","mago-nashi homolog B (Drosophila)","MAGOHB","55110","26.8","6.9","35.9","9.8","25.7"
"18259","218895_at","NM_022078","NM_022078","G patch domain containing 3","GPATCH3","63906","74.9","47.9","45.9","82.9","49"
"18260","218896_s_at","NM_018553","NM_018553","chromosome 17 open reading frame 85","C17orf85","55421","96.1","128","101.9","153.9","120.6"
"18261","218897_at","NM_030577","NM_030577","transmembrane protein 177","TMEM177","80775","35","27.1","51.3","42.3","32.6"
"18262","218898_at","NM_024792","NM_024792","family with sequence similarity 57, member A","FAM57A","79850","81.5","112.8","85.1","107","156.7"
"18263","218899_s_at","NM_024812","NM_024812","brain and acute leukemia, cytoplasmic","BAALC","79870","32.4","25.6","31.7","21.4","6.4"
"18264","218900_at","NM_020184","NM_020184","cyclin M4","CNNM4","26504","5.4","23.6","31.8","7.9","8.9"
"18265","218901_at","NM_020353","NM_020353","phospholipid scramblase 4","PLSCR4","57088","262","385.9","314","331.5","245.5"
"18266","218902_at","NM_017617","NM_017617","notch 1","NOTCH1","4851","69.6","94.4","67.2","79","66.9"
"18267","218903_s_at","NM_024068","NM_024068","nucleic acid binding protein 2","NABP2","79035","37.7","44.3","29.2","39.5","46.5"
"18268","218904_s_at","NM_017998","NM_017998","chromosome 9 open reading frame 40","C9orf40","55071","11.9","19.7","20.6","35.5","21.2"
"18269","218905_at","NM_017864","NM_017864","integrator complex subunit 8","INTS8","55656","131.2","160.2","202.3","214.8","164"
"18270","218906_x_at","NM_022822","NM_022822","kinesin light chain 2","KLC2","64837","104.6","110.4","122.1","143.3","121.9"
"18271","218907_s_at","NM_023942","NM_023942","leucine rich repeat containing 61","LRRC61","65999","5.8","32.5","19.6","7.7","8"
"18272","218908_at","NM_024083","NM_024083","alveolar soft part sarcoma chromosome region, candidate 1","ASPSCR1","79058","63.8","28.6","51.9","59.9","95.6"
"18273","218909_at","NM_012424","NM_012424","ribosomal protein S6 kinase, 52kDa, polypeptide 1","RPS6KC1","26750","97.8","185.6","153.6","165.4","135.6"
"18274","218910_at","NM_018075","NM_018075","anoctamin 10","ANO10","55129","100.9","109.1","118.2","129.1","208.4"
"18275","218911_at","NM_006530","NM_006530","YEATS domain containing 4","YEATS4","8089","22.1","29.2","29.6","8.2","8.3"
"18276","218912_at","NM_024523","NM_024523","GRIP and coiled-coil domain containing 1","GCC1","79571","88.9","149.2","153","143.4","179.9"
"18277","218913_s_at","NM_016573","NM_016573","GEM interacting protein","GMIP","51291","9.4","11.8","9.4","12.8","10"
"18278","218914_at","NM_015997","NM_015997","ribosomal RNA adenine dimethylase domain containing 1","RRNAD1","51093","116","98.8","178.7","120.8","142.8"
"18279","218915_at","NM_016418","NM_016418","neurofibromin 2 (merlin)","NF2","4771","123.8","91.1","62.8","94.6","78.3"
"18280","218916_at","NM_024671","NM_024671","zinc finger protein 747 /// zinc finger protein 768","ZNF747 /// ZNF768","65988 /// 79724","43.6","45.8","72.2","63.1","46.8"
"18281","218917_s_at","NM_018450","NM_018450","AT rich interactive domain 1A (SWI-like)","ARID1A","8289","358.7","368","277.1","241.6","231.5"
"18282","218918_at","NM_020379","NM_020379","mannosidase, alpha, class 1C, member 1","MAN1C1","57134","152","136.9","119.2","100.8","108.8"
"18283","218919_at","NM_024699","NM_024699","zinc finger, AN1-type domain 1","ZFAND1","79752","42.2","124.4","202.1","134.5","92.3"
"18284","218920_at","NM_019057","NM_019057","family with sequence similarity 193, member B","FAM193B","54540","239.7","430.2","289.8","361.5","350.6"
"18285","218921_at","NM_021805","NM_021805","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain","SIGIRR","59307","121.4","42","42.9","80","88.8"
"18286","218922_s_at","NM_024552","NM_024552","ceramide synthase 4","CERS4","79603","2.6","5","9.3","51.9","38"
"18287","218923_at","AW304174","AW304174","chitobiase, di-N-acetyl-","CTBS","1486","13.3","57.9","55.8","53.9","38.3"
"18288","218924_s_at","NM_004388","NM_004388","chitobiase, di-N-acetyl-","CTBS","1486","92.1","85.1","64.3","108.8","138.2"
"18289","218925_s_at","NM_022761","NM_022761","chromosome 11 open reading frame 1","C11orf1","64776","13","16.6","10","8.4","22.9"
"18290","218926_at","NM_018657","NM_018657","myoneurin","MYNN","55892","67","68.6","70.5","71.4","53.3"
"18291","218927_s_at","NM_018641","NM_018641","carbohydrate (chondroitin 4) sulfotransferase 12","CHST12","55501","106.1","93.5","79.8","101.8","106.9"
"18292","218928_s_at","NM_018964","NM_018964","solute carrier family 37 (glucose-6-phosphate transporter), member 1","SLC37A1","54020","3.8","4.1","2.7","2.6","4.4"
"18293","218929_at","NM_017632","NM_017632","CDKN2A interacting protein","CDKN2AIP","55602","83.2","45.9","86.6","55.8","31.8"
"18294","218930_s_at","NM_018374","NM_018374","transmembrane protein 106B","TMEM106B","54664","66","210.9","187.2","102.3","137"
"18295","218931_at","NM_022449","NM_022449","RAB17, member RAS oncogene family","RAB17","64284","15.9","32.9","41.5","41.1","7.9"
"18296","218932_at","NM_017953","NM_017953","zinc finger, HIT-type containing 6","ZNHIT6","54680","104.1","131.5","153.8","123.6","92.3"
"18297","218933_at","NM_024063","NM_024063","spermatogenesis associated 5-like 1","SPATA5L1","79029","49.4","43.5","42.6","13.7","17.1"
"18298","218934_s_at","NM_014424","NM_014424","heat shock 27kDa protein family, member 7 (cardiovascular)","HSPB7","27129","572.9","500.9","420.3","358.6","476.6"
"18299","218935_at","NM_014600","NM_014600","EH-domain containing 3","EHD3","30845","220.2","67.1","35.7","110.8","119.3"
"18300","218936_s_at","NM_014167","NM_014167","coiled-coil domain containing 59","CCDC59","29080","57.8","62","93.5","102.9","56.9"
"18301","218937_at","NM_017810","NM_017810","zinc finger and SCAN domain containing 32","ZSCAN32","54925","50.3","126.4","122.4","126.8","110.3"
"18302","218938_at","NM_024326","NM_024326","F-box and leucine-rich repeat protein 15","FBXL15","79176","42.2","39.4","27.1","22.8","46.8"
"18303","218939_at","NM_012318","NM_012318","leucine zipper-EF-hand containing transmembrane protein 1","LETM1","3954","20.2","36.8","42.3","25.5","37.5"
"18304","218940_at","NM_024558","NM_024558","valosin containing protein lysine (K) methyltransferase","VCPKMT","79609","48.7","64.7","72.7","108.2","67.5"
"18305","218941_at","NM_012164","NM_012164","F-box and WD repeat domain containing 2","FBXW2","26190","91","96.3","86.5","105.8","93.5"
"18306","218942_at","NM_024779","NM_024779","phosphatidylinositol-5-phosphate 4-kinase, type II, gamma","PIP4K2C","79837","155.6","121.1","92.8","146.3","86.1"
"18307","218943_s_at","NM_014314","NM_014314","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58","DDX58","23586","34.4","23.6","24.8","43.2","20.4"
"18308","218944_at","NM_023078","NM_023078","pyrroline-5-carboxylate reductase-like","PYCRL","65263","3.6","6.4","3.3","10.5","12.3"
"18309","218945_at","NM_024109","NM_024109","methyltransferase like 22","METTL22","79091","202.5","166.2","137.1","210.9","133.2"
"18310","218946_at","NM_015700","NM_015700","NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)","NFU1","27247","166.2","179.2","185","158.7","176.8"
"18311","218947_s_at","NM_018109","NM_018109","mitochondrial poly(A) polymerase","MTPAP","55149","93.9","110.9","120.1","50.1","53.8"
"18312","218948_at","AL136679","AL136679","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1","QRSL1","55278","36.5","47.8","64","91.7","87.5"
"18313","218949_s_at","NM_018292","NM_018292","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1","QRSL1","55278","102.4","55","52.5","60.4","72.7"
"18314","218950_at","NM_022481","NM_022481","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3","ARAP3","64411","69.6","108.1","63.1","128.5","106"
"18315","218951_s_at","NM_018390","NM_018390","phosphatidylinositol-specific phospholipase C, X domain containing 1","PLCXD1","55344","50.7","19.4","13.4","45.9","12.5"
"18316","218952_at","NM_013271","NM_013271","proprotein convertase subtilisin/kexin type 1 inhibitor","PCSK1N","27344","217.8","219","125.9","225.6","265.2"
"18317","218953_s_at","NM_024028","NM_024028","prenylcysteine oxidase 1 like","PCYOX1L","78991","89.2","107.9","109.3","153.4","112.7"
"18318","218954_s_at","AF298153","AF298153","BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit","BRF2","55290","56.4","4.7","24.9","12.1","12.3"
"18319","218955_at","NM_018310","NM_018310","BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit","BRF2","55290","119.4","137","169.6","151.2","188.8"
"18320","218956_s_at","NM_015545","NM_015545","ATP5J2-PTCD1 readthrough /// pentatricopeptide repeat domain 1","ATP5J2-PTCD1 /// PTCD1","26024 /// 100526740","76","89.7","91.2","74.2","82.5"
"18321","218957_s_at","NM_025155","NM_025155","proteasomal ATPase-associated factor 1","PAAF1","80227","105.1","81.5","102.1","92.7","71"
"18322","218958_at","NM_017967","NM_017967","chromosome 19 open reading frame 60","C19orf60","55049","70.3","45.8","66.5","55.7","74"
"18323","218959_at","NM_017409","NM_017409","homeobox C10","HOXC10","3226","18","54.4","21.3","44.5","47.6"
"18324","218960_at","NM_016425","NM_016425","transmembrane protease, serine 4","TMPRSS4","56649","3","8.4","7.5","9.6","3.4"
"18325","218961_s_at","NM_007254","NM_007254","polynucleotide kinase 3'-phosphatase","PNKP","11284","82","45.6","45.9","71.5","88.5"
"18326","218962_s_at","NM_022484","NM_022484","transmembrane protein 168","TMEM168","64418","100.8","188.5","240.3","215.1","150.6"
"18327","218963_s_at","NM_015515","NM_015515","keratin 23 (histone deacetylase inducible)","KRT23","25984","4.6","15.7","20.6","13.8","28.7"
"18328","218964_at","NM_006465","NM_006465","AT rich interactive domain 3B (BRIGHT-like)","ARID3B","10620","11.9","19.7","14.2","13.9","10.2"
"18329","218965_s_at","NM_022830","NM_022830","terminal uridylyl transferase 1, U6 snRNA-specific","TUT1","64852","33.5","11.4","5.4","26","30.9"
"18330","218966_at","NM_018728","NM_018728","myosin VC","MYO5C","55930","152.6","217.3","161.4","222.5","154.6"
"18331","218967_s_at","NM_030664","NM_030664","phosphotriesterase related","PTER","9317","27.4","67.1","48.1","36.9","35.8"
"18332","218968_s_at","NM_018197","NM_018197","ZFP64 zinc finger protein","ZFP64","55734","50.4","108.9","85.9","132","104.2"
"18333","218969_at","NM_016069","NM_016069","presequence translocase-associated motor 16 homolog (S. cerevisiae)","PAM16","51025","111.2","103.5","125.5","108.3","165.3"
"18334","218970_s_at","NM_015960","NM_015960","cutC copper transporter","CUTC","51076","91.7","94.7","180.5","112.3","132.1"
"18335","218971_s_at","NM_014149","NM_014149","WD repeat domain 91","WDR91","29062","73.5","78.1","66.5","81.6","57.1"
"18336","218972_at","NM_018259","NM_018259","tetratricopeptide repeat domain 17","TTC17","55761","109.3","129.6","140.8","152.9","111.5"
"18337","218973_at","NM_024580","NM_024580","elongation factor Tu GTP binding domain containing 1","EFTUD1","79631","91.2","108.1","141.7","74.3","113.1"
"18338","218974_at","NM_018013","NM_018013","sine oculis binding protein homolog (Drosophila)","SOBP","55084","230.4","474.5","215.1","230.5","344.2"
"18339","218975_at","NM_015719","NM_015719","collagen, type V, alpha 3","COL5A3","50509","30.3","45.1","11.1","35","19.1"
"18340","218976_at","NM_021800","NM_021800","DnaJ (Hsp40) homolog, subfamily C, member 12","DNAJC12","56521","19.2","37.4","82.1","83.9","78"
"18341","218977_s_at","NM_017846","NM_017846","tRNA selenocysteine 1 associated protein 1","TRNAU1AP","54952","73.2","56.2","89.5","70.1","86.2"
"18342","218978_s_at","NM_018586","NM_018586","solute carrier family 25 (mitochondrial iron transporter), member 37","SLC25A37","51312","8.6","28.5","36.2","49.9","45.3"
"18343","218979_at","NM_024945","NM_024945","RecQ mediated genome instability 1","RMI1","80010","32.6","75.9","66.3","69.8","51.4"
"18344","218980_at","NM_025135","NM_025135","formin homology 2 domain containing 3","FHOD3","80206","78.6","88.3","37.3","90.1","78"
"18345","218981_at","NM_020186","NM_020186","ACN9 homolog (S. cerevisiae)","ACN9","57001","8.3","15.1","28.4","36.5","3.7"
"18346","218982_s_at","NM_015969","NM_015969","mitochondrial ribosomal protein S17","MRPS17","51373","160.3","176.3","208","142.2","193.8"
"18347","218983_at","NM_016546","NM_016546","complement component 1, r subcomponent-like","C1RL","51279","32.3","37.5","53.2","37.2","23.5"
"18348","218984_at","NM_019042","NM_019042","pseudouridylate synthase 7 (putative)","PUS7","54517","61.4","133.2","107.6","100.1","104.8"
"18349","218985_at","NM_014580","NM_014580","solute carrier family 2 (facilitated glucose transporter), member 8","SLC2A8","29988","57.9","81.4","82.9","65.1","33.9"
"18350","218986_s_at","NM_017631","NM_017631","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","DDX60","55601","24.4","63.1","60.3","44.1","30.5"
"18351","218987_at","NM_018179","NM_018179","activating transcription factor 7 interacting protein","ATF7IP","55729","105.5","76.5","96.9","78.4","100.5"
"18352","218988_at","NM_018656","NM_018656","solute carrier family 35, member E3","SLC35E3","55508","22.9","43.2","32.2","25.8","24.3"
"18353","218989_x_at","NM_022902","NM_022902","solute carrier family 30 (zinc transporter), member 5","SLC30A5","64924","77.9","93.6","109","89.2","81.7"
"18354","218990_s_at","NM_005416","NM_005416","small proline-rich protein 3","SPRR3","6707","24.6","13.1","11","47.6","10.4"
"18355","218991_at","NM_022070","NM_022070","HEAT repeat containing 6","HEATR6","63897","17","48.1","38.9","8.4","18.6"
"18356","218992_at","NM_018465","NM_018465","plasminogen receptor, C-terminal lysine transmembrane protein","PLGRKT","55848","128.6","135.1","103","83.2","115.5"
"18357","218993_at","NM_018146","NM_018146","RNA methyltransferase like 1","RNMTL1","55178","91.2","132.8","115.8","100.8","97.4"
"18358","218994_s_at","NM_022906","NM_022906","stromal antigen 3-like 4 (pseudogene)","STAG3L4","64940","28.8","10.2","57.5","28.4","43.4"
"18359","218995_s_at","NM_001955","NM_001955","endothelin 1","EDN1","1906","15.4","33.7","28.8","78.9","72"
"18360","218996_at","NM_013342","NM_013342","TCF3 (E2A) fusion partner (in childhood Leukemia)","TFPT","29844","64","30.9","11.5","41.6","47.9"
"18361","218997_at","NM_022490","NM_022490","polymerase (RNA) I polypeptide E, 53kDa","POLR1E","64425","165.8","209.7","214.7","187.8","233.4"
"18362","218998_at","NM_017832","NM_017832","family with sequence similarity 206, member A","FAM206A","54942","66.7","88.9","118.7","103.6","99.5"
"18363","218999_at","NM_018295","NM_018295","transmembrane protein 140","TMEM140","55281","49.2","76.9","57.7","47.8","34.1"
"18364","219000_s_at","NM_024094","NM_024094","DNA replication and sister chromatid cohesion 1","DSCC1","79075","31.4","41.5","42.4","64.2","66.4"
"18365","219001_s_at","NM_024345","NM_024345","DDB1 and CUL4 associated factor 10","DCAF10","79269","91.8","98.5","118.3","123.2","191.6"
"18366","219002_at","NM_024622","NM_024622","FAST kinase domains 1","FASTKD1","79675","105.8","91.5","83.5","87","127.4"
"18367","219003_s_at","NM_024641","NM_024641","mannosidase, endo-alpha","MANEA","79694","12","10.4","1.5","6.8","6.8"
"18368","219004_s_at","NM_018944","NM_018944","MIS18 kinetochore protein A","MIS18A","54069","52.7","61.8","78.4","68.6","61.7"
"18369","219005_at","NM_012109","NM_012109","transmembrane protein 59-like","TMEM59L","25789","29.3","22","11.4","39.3","86.9"
"18370","219006_at","NM_014165","NM_014165","NADH dehydrogenase (ubiquinone) complex I, assembly factor 4","NDUFAF4","29078","46.6","83.5","93.3","82.9","85.6"
"18371","219007_at","NM_024647","NM_024647","nucleoporin 43kDa","NUP43","348995","124.6","215","227.6","194.7","194.1"
"18372","219008_at","NM_021925","NM_021925","chromosome 2 open reading frame 43","C2orf43","60526","39.7","51.7","38.7","92.8","49.2"
"18373","219009_at","NM_021944","NM_021944","chromosome 14 open reading frame 93","C14orf93","60686","33","44.7","48.9","40.9","65.5"
"18374","219010_at","NM_018265","NM_018265","chromosome 1 open reading frame 106","C1orf106","55765","7.5","41","12","37.5","31.1"
"18375","219011_at","NM_020904","NM_020904","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4","PLEKHA4","57664","7.8","7.6","4.6","9.1","10.7"
"18376","219012_s_at","NM_020193","NM_020193","chromosome 11 open reading frame 30","C11orf30","56946","22.9","41.2","16","14.8","44"
"18377","219013_at","NM_022087","NM_022087","polypeptide N-acetylgalactosaminyltransferase 11","GALNT11","63917","132.9","174.5","176.4","161.2","216.5"
"18378","219014_at","NM_016619","NM_016619","placenta-specific 8","PLAC8","51316","15.2","50.6","18.7","52.1","67.7"
